sim_gen inv_id freq freq_p1 freq_p2 num_qtns mean_qtnSelCoef sd_qtnSelCoef mean_qtnDom sd_qtnDom inv_FST 
1000 487496 0.00575 0.0075 0.004 1 -0.00312176 0 0 0 0
1000 683468 0.014 0.0125 0.0155 0 0 0 0 0 0
1000 838034 0.00125 0.0005 0.002 3 0.00232165 0.00310167 0 0 0
1000 641420 0.11025 0.097 0.1235 25 0.000168382 0.00178584 0 0 0.00178972
1000 830520 0.00125 0.002 0.0005 6 -6.95663e-05 0.00221503 0 0 0
1000 681036 0.00875 0.0095 0.008 0 0 0 0 0 0
1000 703636 0.0035 0.0035 0.0035 5 0.000519539 0.00103162 0 0 0
1000 831399 0.0025 0.0025 0.0025 1 0.00240766 0 0 0 0
1000 730597 0.0095 0.0075 0.0115 4 0.000159138 0.000489672 0 0 0
1000 770164 0.018 0.021 0.015 0 0 0 0 0 0
1000 812918 0.00725 0.0085 0.006 2 -0.00126162 0.00226 0 0 0
1000 830517 0.00025 0 0.0005 1 0.00139862 0 0 0 0
1000 828066 0.0005 0.0005 0.0005 4 -0.000317871 0.00132604 0 0 0
1000 839687 0.00075 0.001 0.0005 5 -0.00182042 0.00200521 0 0 0
1000 841430 0.00025 0 0.0005 1 0.000622371 0 0 0 0
1000 839689 0.00025 0.0005 0 3 0.0016043 0.00210198 0 0 0
1000 842351 0.00025 0.0005 0 1 -0.00181563 0 0 0 0
1200 881630 0.03725 0.0325 0.042 4 -3.03606e-05 0.00148858 0 0 0
1200 116204 0.179 0.1775 0.1805 34 0.000352047 0.00216728 0 0 1.53104e-05
1200 730597 0.05525 0.0515 0.059 4 0.000159138 0.000489672 0 0 0.00026941
1200 1003464 0.00025 0 0.0005 1 -0.00129572 0 0 0 0
1200 982408 0.0045 0.0025 0.0065 4 0.000267832 0.000874765 0 0 0
1200 958941 0.0085 0.008 0.009 3 0.00136667 0.000320765 0 0 0
1200 981548 0.00575 0.0085 0.003 0 0 0 0 0 0
1200 314299 0.1995 0.1935 0.2055 36 -0.000250183 0.00215942 0 0 0.000225423
1200 901832 0.00675 0.007 0.0065 6 -0.000217331 0.00322634 0 0 0
1200 968144 0.005 0.005 0.005 4 -0.00165031 0.00299093 0 0 0
1200 975668 0.00075 0.001 0.0005 5 -0.000964531 0.00136309 0 0 0
1200 371593 0.01675 0.0155 0.018 3 -0.00195694 0.00339969 0 0 0
1200 520117 0.06875 0.067 0.0705 3 0.000625915 0.0020352 0 0 4.7834e-05
1200 990862 0.0045 0.005 0.004 0 0 0 0 0 0
1200 930050 0.001 0.0015 0.0005 3 -0.00135724 0.00206508 0 0 0
1200 915905 0.01 0.01 0.01 4 -5.7687e-05 0.00268903 0 0 0
1200 703636 0.01325 0.0115 0.015 9 0.000472602 0.00123525 0 0 0
1200 641420 0.10325 0.0965 0.11 19 0.000537172 0.00190831 0 0 0.000492092
1200 885832 0.01025 0.0085 0.012 4 0.00103298 0.00163281 0 0 0
1200 941823 0.006 0.007 0.005 6 -8.2879e-05 0.00297794 0 0 0
1200 996781 0.002 0.003 0.001 8 0.00063592 0.00152343 0 0 0
1200 976512 0.00025 0.0005 0 1 -0.00181563 0 0 0 0
1200 972345 0.003 0.0035 0.0025 1 0.00252291 0 0 0 0
1200 995963 0.00675 0.0065 0.007 0 0 0 0 0 0
1200 1008488 0.00075 0.0005 0.001 1 7.68899e-05 0 0 0 0
1200 1002623 0.001 0.0015 0.0005 2 0.000278777 0.00239925 0 0 0
1200 1005115 0.005 0.0065 0.0035 2 -0.00057913 0.00156275 0 0 0
1200 1002625 0.00275 0.0025 0.003 4 -0.000327869 0.00221533 0 0 0
1200 1002626 0.0025 0.003 0.002 4 0.000487087 0.00203075 0 0 0
1200 1008487 0.00025 0.0005 0 0 0 0 0 0 0
1200 1009389 0.00025 0.0005 0 3 -0.000739531 0.00160666 0 0 0
1200 1009390 0.00025 0 0.0005 0 0 0 0 0 0
1200 1009391 0.00025 0.0005 0 6 -0.000639886 0.00280288 0 0 0
1200 1009392 0.00025 0.0005 0 1 -0.00155765 0 0 0 0
1200 1010233 0.00025 0 0.0005 1 0.00141859 0 0 0 0
1400 1105706 0.024 0.025 0.023 20 0.000220032 0.00217144 0 0 0
1400 116204 0.2325 0.2425 0.2225 31 2.03195e-05 0.00215262 0 0 0.000560401
1400 730597 0.08025 0.081 0.0795 5 -2.24258e-06 0.000556823 0 0 7.62093e-06
1400 1145920 0.00125 0.0005 0.002 4 -0.000790463 0.00128409 0 0 0
1400 1143427 0.00225 0.002 0.0025 0 0 0 0 0 0
1400 972345 0.04025 0.0415 0.039 3 0.00132788 0.00113688 0 0 0
1400 981548 0.0335 0.0345 0.0325 3 0.00131145 0.00240732 0 0 0
1400 314299 0.15025 0.156 0.1445 22 -0.000793304 0.00219505 0 0 0.000258958
1400 1170205 0.00125 0.0025 0 2 0.0026758 0.00112226 0 0 0
1400 968144 0.089 0.103 0.075 11 -0.000346496 0.00211335 0 0 0.0024174
1400 1052522 0.00375 0.0045 0.003 4 -0.000940508 0.00148031 0 0 0
1400 1176978 0.0005 0.0005 0.0005 6 7.95407e-05 0.00157753 0 0 0
1400 520117 0.03425 0.0345 0.034 2 0.000167817 0.00306167 0 0 0
1400 1117610 0.00225 0.0015 0.003 0 0 0 0 0 0
1400 1166073 0.0025 0.0025 0.0025 5 0.00105493 0.00129579 0 0 0
1400 1155258 0.00575 0.007 0.0045 7 0.000926161 0.00163013 0 0 0
1400 703636 0.016 0.0135 0.0185 11 0.000170606 0.000976704 0 0 0
1400 641420 0.04225 0.0395 0.045 14 -4.84759e-05 0.00224284 0 0 0
1400 885832 0.00175 0.0035 0 3 0.000580822 0.00166505 0 0 0
1400 941823 0.0305 0.0275 0.0335 11 -0.000432834 0.00234569 0 0 0
1400 1155256 0.007 0.009 0.005 5 -0.000447794 0.00160774 0 0 0
1400 1176977 0.00075 0 0.0015 0 0 0 0 0 0
1400 1172726 0.00475 0.0055 0.004 3 -0.000311978 0.00069019 0 0 0
1400 1176976 0.00075 0.001 0.0005 3 -0.000587116 0.000664266 0 0 0
1400 1162771 0.0055 0.0065 0.0045 7 0.00118814 0.000692812 0 0 0
1400 1173565 0.001 0.0005 0.0015 1 -0.00471356 0 0 0 0
1400 1177834 0.00025 0 0.0005 3 0.000463132 0.00164761 0 0 0
1400 1177835 0.00025 0 0.0005 1 -0.00102792 0 0 0 0
1400 1178688 0.00025 0 0.0005 5 -0.00125651 0.0010809 0 0 0
1600 1337861 0.0035 0.006 0.001 10 0.000751174 0.00183219 0 0 0
1600 116204 0.23375 0.236 0.2315 43 -0.000216243 0.00195239 0 0 2.82646e-05
1600 730597 0.16575 0.17 0.1615 7 8.84143e-05 0.000786693 0 0 0.000130626
1600 941823 0.12 0.1165 0.1235 13 0.000127495 0.00253548 0 0 0.000116004
1600 1331995 0.0015 0.002 0.001 5 0.00123813 0.00280878 0 0 0
1600 972345 0.05875 0.057 0.0605 4 0.00192651 0.00124048 0 0 5.53813e-05
1600 981548 0.056 0.054 0.058 2 0.000462463 0.00221232 0 0 7.56659e-05
1600 314299 0.1915 0.1865 0.1965 32 -0.000177133 0.00208926 0 0 0.00016147
1600 1196437 0.0105 0.0095 0.0115 0 0 0 0 0 0
1600 968144 0.1905 0.199 0.182 27 -0.000353153 0.00258306 0 0 0.000468518
1600 1345594 0.001 0.0005 0.0015 0 0 0 0 0 0
1600 1329403 0.0025 0.0035 0.0015 4 0.00264555 0.00205761 0 0 0
1600 520117 0.02925 0.033 0.0255 3 0.000931825 0.00253733 0 0 0
1600 1342993 0.00075 0.001 0.0005 2 0.000786485 0.000256795 0 0 0
1600 1166073 0.0025 0.004 0.001 4 0.0011232 0.00148583 0 0 0
1600 1337860 0.001 0 0.002 8 0.000292379 0.00233611 0 0 0
1600 703636 0.0035 0.0045 0.0025 9 0.00029351 0.00119468 0 0 0
1600 641420 0.11425 0.1165 0.112 17 3.56107e-05 0.00206631 0 0 5.00262e-05
1600 1155256 0.007 0.007 0.007 7 0.000494844 0.00168723 0 0 0
1600 1249111 0.01825 0.016 0.0205 3 -0.000895614 0.00127969 0 0 0
1600 1273480 0.03725 0.036 0.0385 5 0.00101941 0.00227837 0 0 0
1600 1285327 0.0095 0.0075 0.0115 3 -0.000433191 0.000793314 0 0 0
1600 1305716 0.0075 0.0065 0.0085 3 0.00103617 0.00254519 0 0 0
1600 1339504 0.00125 0.0015 0.001 0 0 0 0 0 0
1600 1296309 0.0255 0.03 0.021 3 -0.000768385 0.00344306 0 0 0
1600 1338695 0.00125 0.0015 0.001 10 0.00016842 0.00212736 0 0 0
1600 1336204 0.00525 0.005 0.0055 3 -4.19525e-05 0.00151376 0 0 0
1600 1317491 0.006 0.006 0.006 6 -0.00148995 0.00215468 0 0 0
1600 1346433 0.0005 0.0005 0.0005 11 0.000651581 0.002103 0 0 0
1600 1346432 0.0005 0 0.001 0 0 0 0 0 0
1600 1344706 0.00025 0.0005 0 7 -0.000590993 0.00147102 0 0 0
1800 1492569 0.00975 0.0115 0.008 5 0.00170842 0.0036589 0 0 0
1800 116204 0.25175 0.247 0.2565 41 -0.000452902 0.00203166 0 0 0.000119776
1800 730597 0.33075 0.3195 0.342 7 0.000350291 0.000842796 0 0 0.000571764
1800 941823 0.2135 0.212 0.215 28 0.000220201 0.00230781 0 0 1.33994e-05
1800 1478975 0.01475 0.0205 0.009 5 -0.000165488 0.00226136 0 0 0
1800 972345 0.108 0.104 0.112 10 0.000467225 0.00169341 0 0 0.000166085
1800 981548 0.0185 0.0155 0.0215 0 0 0 0 0 0
1800 314299 0.219 0.2255 0.2125 45 -0.000266545 0.00195876 0 0 0.00024702
1800 1196437 0.06225 0.0645 0.06 0 0 0 0 0 8.67239e-05
1800 968144 0.29 0.2765 0.3035 46 -4.93579e-06 0.00237114 0 0 0.000885138
1800 1512618 0.0015 0.0015 0.0015 7 -0.00149392 0.0025146 0 0 0
1800 1273480 0.0315 0.032 0.031 4 0.00133646 0.00209182 0 0 0
1800 520117 0.00125 0.002 0.0005 2 0.00340815 0.00152086 0 0 0
1800 1342993 0.0015 0.0005 0.0025 3 0.000294053 0.000872032 0 0 0
1800 1508432 0.00025 0 0.0005 2 -5.6751e-05 0.000338671 0 0 0
1800 1305716 0.1195 0.128 0.111 10 0.000321913 0.00224921 0 0 0.000686658
1800 1423926 0.00975 0.01 0.0095 0 0 0 0 0 0
1800 641420 0.0815 0.0685 0.0945 15 -0.000404768 0.0016169 0 0 0.00225762
1800 1155256 0.00075 0.001 0.0005 9 0.000324196 0.00145225 0 0 0
1800 1485716 0.0055 0.0045 0.0065 5 0.000726194 0.00181918 0 0 0
1800 1512616 0.00125 0.0005 0.002 10 0.000531976 0.0023626 0 0 0
1800 1514311 0.0005 0.0005 0.0005 2 -0.00108507 0.0028537 0 0 0
1800 1512617 0.0005 0.001 0 11 -0.000341348 0.00146729 0 0 0
2000 1492569 0.04475 0.0455 0.044 7 0.00191724 0.00302275 0 0 0
2000 116204 0.176 0.176 0.176 35 -0.000336184 0.00176052 0 0 0
2000 730597 0.2735 0.277 0.27 12 0.0003391 0.00125467 0 0 6.16514e-05
2000 941823 0.191 0.187 0.195 20 -4.1227e-05 0.0022749 0 0 0.000103547
2000 1478975 0.027 0.0255 0.0285 8 0.000889645 0.00183512 0 0 0
2000 972345 0.0265 0.028 0.025 3 0.00212345 0.000745578 0 0 0
2000 981548 0.0745 0.0795 0.0695 5 -0.00029111 0.000877988 0 0 0.000362583
2000 314299 0.17425 0.188 0.1605 44 -0.000170642 0.00188313 0 0 0.00131397
2000 1196437 0.0135 0.0165 0.0105 0 0 0 0 0 0
2000 968144 0.28775 0.286 0.2895 52 0.000246138 0.00169059 0 0 1.49427e-05
2000 1591346 0.00975 0.0135 0.006 1 -0.000143744 0 0 0 0
2000 1683092 0.0005 0.0005 0.0005 11 0.000880712 0.0020334 0 0 0
2000 1678888 0.0025 0.004 0.001 3 0.000633615 0.00317334 0 0 0
2000 1572998 0.00275 0.005 0.0005 1 0.000653583 0 0 0 0
2000 1583039 0.0005 0.001 0 2 0.00115007 0.00360753 0 0 0
2000 1305716 0.033 0.026 0.04 8 0.000152875 0.00189463 0 0 0
2000 1423926 0.03475 0.0315 0.038 0 0 0 0 0 0
2000 641420 0.04525 0.0495 0.041 14 -0.000642993 0.00172363 0 0 0
2000 1680584 0.00025 0 0.0005 0 0 0 0 0 0
2000 1485716 0.03525 0.034 0.0365 12 -0.000415063 0.00195915 0 0 0
2000 1561277 0.00175 0.0025 0.001 9 -0.000387592 0.00280562 0 0 0
2000 1670544 0.00025 0 0.0005 4 1.83997e-05 0.00124189 0 0 0
2000 1591348 0.013 0.011 0.015 0 0 0 0 0 0
2000 1654580 0.01525 0.018 0.0125 7 0.000629004 0.00189487 0 0 0
2000 1661354 0.00275 0.003 0.0025 2 0.000882155 0.000240642 0 0 0
2000 1616583 0.00925 0.0115 0.007 0 0 0 0 0 0
2000 1622563 0.00675 0.009 0.0045 11 0.00088838 0.00173721 0 0 0
2000 1628474 0.002 0.002 0.002 8 0.000376708 0.00256196 0 0 0
2000 1674720 0.00225 0.002 0.0025 4 -0.00080977 0.00116035 0 0 0
2000 1677187 0.001 0.0005 0.0015 6 0.00108814 0.00177864 0 0 0
2000 1683091 0.00025 0.0005 0 2 0.000597896 0.00282931 0 0 0
2000 1681451 0.00075 0 0.0015 8 0.00143097 0.00232413 0 0 0
2000 1681448 0.00025 0 0.0005 6 -0.000327529 0.00168025 0 0 0
2000 1683090 0.0005 0.0005 0.0005 0 0 0 0 0 0
2000 1683934 0.00025 0.0005 0 6 0.000795667 0.00156351 0 0 0
2200 1492569 0.073 0.078 0.068 7 0.00172183 0.00331256 0 0 0.000369434
2200 116204 0.10725 0.102 0.1125 24 -0.000988876 0.00202402 0 0 0.000287867
2200 730597 0.256 0.2615 0.2505 9 0.000404403 0.00151146 0 0 0.000158823
2200 941823 0.16375 0.156 0.1715 23 7.64097e-05 0.00216099 0 0 0.000438618
2200 1798483 0.00625 0.009 0.0035 3 -0.00107399 0.00163386 0 0 0
2200 1836420 0.00425 0.004 0.0045 11 -0.000346116 0.00141524 0 0 0
2200 981548 0.08625 0.0935 0.079 6 -0.00120223 0.00172908 0 0 0.000666944
2200 314299 0.16175 0.1595 0.164 31 -0.000426426 0.00164802 0 0 3.73377e-05
2200 1843913 0.00125 0.0005 0.002 9 7.98248e-05 0.00188485 0 0 0
2200 968144 0.1195 0.121 0.118 29 -0.000597452 0.00199643 0 0 2.13838e-05
2200 1802728 0.007 0.0085 0.0055 1 0.000675063 0 0 0 0
2200 1719463 0.02275 0.022 0.0235 8 0.000400388 0.0015954 0 0 0
2200 1831370 0.00425 0.0045 0.004 1 -0.00139843 0 0 0 0
2200 1710036 0.00125 0.0005 0.002 1 -0.000768387 0 0 0 0
2200 1686427 0.00575 0.0085 0.003 11 0.000151035 0.00161802 0 0 0
2200 1305716 0.049 0.048 0.05 9 0.00113611 0.00188947 0 0 0
2200 1423926 0.057 0.0545 0.0595 0 0 0 0 0 0.000116277
2200 641420 0.00825 0.009 0.0075 7 0.000254001 0.00203999 0 0 0
2200 1683934 0.00275 0.0045 0.001 6 0.000795667 0.00156351 0 0 0
2200 1851327 0.00025 0.0005 0 9 -0.000941979 0.00160197 0 0 0
2200 1840638 0.0015 0.002 0.001 4 0.00112664 0.00372899 0 0 0
2200 1736105 0.001 0.0015 0.0005 4 8.76334e-06 0.0028296 0 0 0
2200 1821330 0.0095 0.013 0.006 8 1.74892e-05 0.00170972 0 0 0
2200 1654580 0.024 0.024 0.024 8 6.15435e-05 0.00248422 0 0 0
2200 1848748 0.00075 0.001 0.0005 4 0.000450064 0.0024549 0 0 0
2200 1824716 0.00375 0.0035 0.004 2 0.000423616 0.00140726 0 0 0
2200 1846346 0.001 0.001 0.001 6 -0.000451319 0.00167709 0 0 0
2200 1849636 0.0005 0.0005 0.0005 8 0.000482295 0.00082663 0 0 0
2200 1849633 0.00125 0.0015 0.001 0 0 0 0 0 0
2200 1850449 0.0005 0.0005 0.0005 3 0.000752034 0.00222026 0 0 0
2200 1852173 0.00025 0.0005 0 3 -0.00023233 0.000376635 0 0 0
2200 1852174 0.00025 0 0.0005 0 0 0 0 0 0
2400 1492569 0.09575 0.0925 0.099 12 0.000541903 0.00283553 0 0 0.000121994
2400 116204 0.0195 0.0185 0.0205 15 -0.000701691 0.00196249 0 0 0
2400 730597 0.1355 0.1385 0.1325 10 0.00038924 0.000836951 0 0 7.68313e-05
2400 941823 0.14875 0.149 0.1485 32 0.000636592 0.00189317 0 0 4.9359e-07
2400 1798483 0.0205 0.02 0.021 3 -0.00107399 0.00163386 0 0 0
2400 1836420 0.029 0.036 0.022 14 -0.000322303 0.0015552 0 0 0
2400 981548 0.10875 0.1085 0.109 8 0.000591461 0.00160703 0 0 6.44839e-07
2400 314299 0.258 0.2625 0.2535 46 -0.000366086 0.00198627 0 0 0.000105779
2400 1997608 0.00775 0.005 0.0105 16 0.000215975 0.00185249 0 0 0
2400 968144 0.331 0.353 0.309 48 -0.00025788 0.00172786 0 0 0.0021857
2400 1974700 0.00325 0.005 0.0015 3 -0.000282067 0.00343762 0 0 0
2400 2006095 0.0015 0.002 0.001 6 -0.000148729 0.00201534 0 0 0
2400 1964021 0.02325 0.0255 0.021 10 -0.000849324 0.00239335 0 0 0
2400 1911185 0.01225 0.0125 0.012 13 -0.000138823 0.00169705 0 0 0
2400 1686427 0.07175 0.0735 0.07 14 6.28102e-05 0.00221283 0 0 4.59821e-05
2400 1305716 0.14175 0.1305 0.153 16 -0.000520602 0.0029126 0 0 0.00104032
2400 1423926 0.03675 0.0335 0.04 1 0.00170059 0 0 0 0
2400 641420 0.02325 0.021 0.0255 11 0.000291694 0.00188505 0 0 0
2400 1683934 0.01725 0.018 0.0165 7 0.000755421 0.00143125 0 0 0
2400 2018140 0.00025 0.0005 0 7 0.000180794 0.00152655 0 0 0
2400 1864832 0.00525 0.0035 0.007 11 0.000611099 0.00186628 0 0 0
2400 1950600 0.003 0.0035 0.0025 9 -0.000586554 0.000635786 0 0 0
2400 1962332 0.01625 0.02 0.0125 12 -0.00144037 0.00269244 0 0 0
2400 1654580 0.06975 0.072 0.0675 13 0.000462631 0.00217663 0 0 7.80227e-05
2400 1903521 0.0175 0.02 0.015 15 0.000265896 0.00219849 0 0 0
2400 2002690 0.00425 0.0055 0.003 8 -0.000371967 0.00157207 0 0 0
2400 2018994 0.00075 0.0015 0 6 0.00064524 0.00138625 0 0 0
2400 2015595 0.001 0.001 0.001 5 -3.54605e-05 0.00203512 0 0 0
2400 2009580 0.0055 0.004 0.007 13 0.000332425 0.00265911 0 0 0
2400 2017307 0.001 0 0.002 13 -0.000364791 0.00231489 0 0 0
2400 2013899 0.0005 0 0.001 5 -0.0015061 0.00145537 0 0 0
2400 2015597 0.0005 0.0005 0.0005 9 0.000733772 0.00124969 0 0 0
2400 2020687 0.00025 0.0005 0 4 -0.000223582 0.00238648 0 0 0
2400 2020688 0.00025 0.0005 0 14 0.000310688 0.0015864 0 0 0
2400 2020689 0.00025 0.0005 0 3 -0.000667469 0.00179794 0 0 0
2400 2020690 0.00025 0 0.0005 6 -0.00069409 0.00163119 0 0 0
2600 1492569 0.02375 0.0285 0.019 5 0.00170842 0.0036589 0 0 0
2600 2146434 0.0045 0.0045 0.0045 5 0.000183969 0.00194619 0 0 0
2600 730597 0.158 0.169 0.147 9 0.000698622 0.00126953 0 0 0.000909528
2600 941823 0.134 0.1285 0.1395 23 -0.00029659 0.00220334 0 0 0.000260677
2600 2048619 0.017 0.0165 0.0175 2 0.000437333 0.00309679 0 0 0
2600 2166734 0.0025 0.0025 0.0025 14 -0.000783252 0.00159586 0 0 0
2600 981548 0.175 0.167 0.183 9 0.000291988 0.00194355 0 0 0.00044329
2600 314299 0.10025 0.0955 0.105 33 -0.000827161 0.00179177 0 0 0.000250139
2600 1997608 0.00075 0.001 0.0005 15 0.000299703 0.00188591 0 0 0
2600 968144 0.2955 0.287 0.304 49 -5.13826e-05 0.00182597 0 0 0.000347056
2600 2063943 0.00275 0.002 0.0035 0 0 0 0 0 0
