sim_gen uniqueInvMuts localAdaptSA localAdaptHA_P1 localAdaptHA_P2 localAdaptLF_P1 localAdaptLF_P2 meanFitP1 sdFitP1 meanPhenoP1 sdPhenoP1 meanFitP2 sdFitP2 meanPhenoP2 sdPhenoP2 
33600 28 0.422246 0.413478 0.431013 0.419849 0.424642 0.703803 0.399233 0.430848 0.837859 0.714967 0.399801 -0.425937 0.823374
33800 30 0.440843 0.471395 0.410291 0.441594 0.440093 0.73376 0.389531 0.508531 0.816792 0.702458 0.398601 -0.394562 0.832387
34000 30 0.457232 0.438993 0.475472 0.456394 0.458071 0.718174 0.39987 0.455668 0.846365 0.737252 0.391586 -0.487553 0.827332
34200 33 0.423527 0.41217 0.434884 0.426168 0.420886 0.7059 0.409326 0.41498 0.856242 0.714616 0.396515 -0.459574 0.836275
34400 31 0.446413 0.466461 0.426366 0.448229 0.444598 0.73349 0.391557 0.468898 0.793066 0.711627 0.397946 -0.438354 0.825982
34600 33 0.448227 0.474852 0.421602 0.448489 0.447965 0.736041 0.387645 0.486038 0.803791 0.709154 0.400722 -0.42453 0.841553
34800 32 0.454947 0.461112 0.448782 0.454085 0.45581 0.727649 0.38883 0.482123 0.824363 0.722346 0.392687 -0.463493 0.814507
35000 26 0.395404 0.403757 0.387051 0.393978 0.39683 0.698359 0.398859 0.407815 0.834346 0.691432 0.407955 -0.389244 0.842596
35200 34 0.414691 0.42065 0.408732 0.415888 0.413494 0.708533 0.406054 0.448302 0.871611 0.701377 0.404659 -0.416685 0.857317
35400 35 0.434794 0.425653 0.443935 0.433282 0.436306 0.71033 0.40166 0.453862 0.855403 0.720983 0.399161 -0.457001 0.838943
35600 29 0.431747 0.401485 0.462008 0.43425 0.429243 0.698077 0.404247 0.419029 0.842599 0.725834 0.381797 -0.472964 0.806648
35800 28 0.426564 0.402075 0.451053 0.426212 0.426917 0.696969 0.400648 0.417006 0.8385 0.721811 0.38784 -0.461809 0.806161
36000 26 0.463602 0.461555 0.46565 0.462985 0.46422 0.728257 0.38872 0.466367 0.821721 0.730921 0.390795 -0.474065 0.825014
36200 26 0.474984 0.459831 0.490137 0.471928 0.478041 0.724774 0.380747 0.481086 0.799029 0.742983 0.380569 -0.478693 0.790748
36400 28 0.446519 0.469197 0.423842 0.444407 0.448632 0.731556 0.387059 0.49309 0.817226 0.710992 0.403212 -0.421922 0.846106
36600 27 0.442304 0.438897 0.445712 0.441009 0.4436 0.715329 0.393087 0.451182 0.832104 0.720031 0.396983 -0.474335 0.849471
36800 26 0.426464 0.413119 0.439808 0.427684 0.425243 0.704919 0.406612 0.434784 0.857589 0.717043 0.397151 -0.44981 0.847871
37000 25 0.442082 0.437024 0.447139 0.441966 0.442197 0.71551 0.396052 0.470486 0.842417 0.720683 0.39306 -0.432698 0.823912
37200 24 0.443345 0.434531 0.452159 0.440766 0.445924 0.714149 0.393978 0.45996 0.832694 0.725543 0.39687 -0.455885 0.822194
37400 25 0.422792 0.405604 0.439981 0.420057 0.425528 0.699361 0.40227 0.428011 0.856054 0.719285 0.404396 -0.454084 0.85302
37600 24 0.451874 0.45008 0.453669 0.450279 0.45347 0.722335 0.395726 0.475149 0.847688 0.725725 0.401273 -0.467391 0.866034
37800 25 0.452471 0.436664 0.468279 0.450947 0.453996 0.712809 0.398238 0.471022 0.884313 0.73014 0.390727 -0.500719 0.844324
38000 25 0.461549 0.467755 0.455342 0.458637 0.46446 0.730448 0.385283 0.492647 0.823555 0.727152 0.399919 -0.46765 0.844802
38200 28 0.456335 0.458902 0.453768 0.454747 0.457923 0.726017 0.391867 0.482527 0.842415 0.725038 0.399445 -0.485848 0.854275
38400 31 0.452521 0.496418 0.408624 0.451097 0.453945 0.745333 0.376038 0.514342 0.785432 0.702861 0.404874 -0.411739 0.837492
38600 31 0.455399 0.467596 0.443202 0.453651 0.457148 0.730875 0.392848 0.518711 0.853492 0.720426 0.398959 -0.4427 0.840937
38800 30 0.435778 0.447081 0.424476 0.433592 0.437965 0.719635 0.391707 0.477491 0.840097 0.710519 0.40336 -0.419769 0.850831
39000 26 0.401189 0.391704 0.410673 0.401898 0.400479 0.69361 0.409493 0.407322 0.867588 0.702385 0.403286 -0.429043 0.842878
39200 33 0.442866 0.427181 0.458552 0.441062 0.44467 0.711401 0.401652 0.450345 0.857249 0.728891 0.395889 -0.462747 0.832692
39400 26 0.427307 0.410425 0.444189 0.425881 0.428732 0.703005 0.403838 0.429305 0.85161 0.721313 0.400876 -0.451061 0.838918
39600 31 0.435415 0.448509 0.422322 0.433976 0.436854 0.722627 0.39388 0.475319 0.820391 0.710972 0.402617 -0.413843 0.829135
39800 35 0.415382 0.403492 0.427272 0.411794 0.418969 0.697394 0.396077 0.41901 0.826006 0.712871 0.40006 -0.42328 0.814213
40000 38 0.453322 0.449025 0.457619 0.452644 0.454001 0.721079 0.3928 0.487827 0.840712 0.726055 0.393984 -0.463382 0.827167
40200 36 0.450027 0.466591 0.433463 0.448426 0.451628 0.729724 0.389372 0.503307 0.836329 0.714761 0.400067 -0.447022 0.844618
40400 28 0.442684 0.449801 0.435567 0.443231 0.442137 0.722026 0.39289 0.481743 0.831279 0.714361 0.39783 -0.459525 0.851115
40600 26 0.436197 0.429926 0.442468 0.435248 0.437146 0.711174 0.398781 0.456872 0.850554 0.718395 0.39635 -0.463543 0.844093
40800 28 0.444943 0.479886 0.410001 0.449171 0.440716 0.739117 0.390337 0.499691 0.827029 0.699947 0.399513 -0.431434 0.849533
41000 26 0.420154 0.418454 0.421854 0.422594 0.417715 0.708299 0.407135 0.408274 0.856297 0.707559 0.397898 -0.452346 0.836375
41200 33 0.444958 0.418661 0.471255 0.442925 0.446991 0.705454 0.395426 0.436195 0.828284 0.733784 0.388345 -0.482568 0.8099
41400 31 0.419813 0.425595 0.414031 0.42023 0.419396 0.711474 0.398697 0.413406 0.820117 0.705275 0.400519 -0.431436 0.829974
41600 36 0.442522 0.406834 0.478209 0.443018 0.442025 0.703879 0.415979 0.421303 0.884879 0.73907 0.394516 -0.511013 0.844812
41800 30 0.434311 0.483045 0.385576 0.435743 0.432878 0.742541 0.391727 0.491539 0.816584 0.692374 0.410591 -0.395808 0.85225
42000 33 0.465797 0.489502 0.442092 0.465707 0.465887 0.743038 0.378737 0.472672 0.784549 0.719423 0.398605 -0.480201 0.837227
42200 29 0.427964 0.423129 0.432799 0.427043 0.428885 0.708186 0.395221 0.430132 0.818142 0.713942 0.394925 -0.449514 0.813282
42400 33 0.459475 0.46627 0.452679 0.457527 0.461422 0.729361 0.383182 0.471162 0.806601 0.724513 0.391846 -0.470248 0.813996
42600 32 0.455549 0.444045 0.467052 0.452295 0.458802 0.71925 0.397072 0.469237 0.843748 0.734006 0.394193 -0.474888 0.824434
42800 35 0.429106 0.42706 0.431151 0.429872 0.428339 0.713517 0.404344 0.434025 0.841795 0.714796 0.403183 -0.466592 0.847489
43000 33 0.468361 0.482441 0.45428 0.470432 0.466289 0.741566 0.391692 0.513172 0.819394 0.725413 0.395158 -0.462762 0.844107
43200 40 0.423476 0.417314 0.429637 0.427081 0.41987 0.706171 0.40169 0.403197 0.838073 0.708727 0.390553 -0.477292 0.833965
43400 38 0.445456 0.432038 0.458873 0.448284 0.442627 0.713388 0.392476 0.411684 0.805521 0.723977 0.382632 -0.492138 0.809082
43600 29 0.443532 0.437331 0.449733 0.447772 0.439292 0.716822 0.400311 0.428507 0.841031 0.718783 0.383071 -0.487854 0.811966
43800 28 0.438733 0.446464 0.431002 0.441041 0.436425 0.72149 0.405216 0.47102 0.884383 0.711452 0.401023 -0.472369 0.882665
44000 29 0.432846 0.413978 0.451714 0.432822 0.43287 0.702175 0.39734 0.407802 0.84066 0.721067 0.388878 -0.479745 0.825638
44200 32 0.43617 0.447433 0.424907 0.43814 0.434199 0.721083 0.393579 0.46285 0.83394 0.707849 0.395481 -0.443362 0.840855
44400 25 0.458539 0.457137 0.459942 0.457925 0.459153 0.724803 0.388498 0.469301 0.824487 0.72682 0.389687 -0.486178 0.823014
44600 32 0.45757 0.459849 0.455291 0.456472 0.458669 0.726617 0.396403 0.499336 0.866811 0.725437 0.398935 -0.475711 0.866429
44800 33 0.428456 0.423436 0.433475 0.429712 0.427199 0.708542 0.401678 0.442593 0.856237 0.712305 0.396431 -0.455589 0.853361
45000 36 0.444062 0.449243 0.438882 0.442525 0.4456 0.719213 0.393549 0.49161 0.869868 0.71557 0.398843 -0.463135 0.8657
45200 25 0.426563 0.418652 0.434474 0.426744 0.426382 0.704972 0.397589 0.421756 0.844645 0.712702 0.397158 -0.460415 0.849697
45400 32 0.43899 0.431929 0.446052 0.438758 0.439223 0.712337 0.40284 0.467354 0.876834 0.719631 0.396727 -0.464434 0.85613
45600 34 0.41968 0.429364 0.409997 0.419843 0.419518 0.712603 0.399011 0.438279 0.84171 0.702757 0.404365 -0.422445 0.854143
45800 27 0.462711 0.445737 0.479685 0.463169 0.462252 0.721916 0.399077 0.460587 0.8446 0.738432 0.387819 -0.499621 0.817145
46000 31 0.446582 0.42981 0.463354 0.446636 0.446528 0.712115 0.400437 0.458033 0.85286 0.728833 0.387805 -0.476801 0.814137
46200 35 0.410691 0.434435 0.386947 0.411633 0.409749 0.715211 0.397215 0.440833 0.832952 0.690525 0.407348 -0.409619 0.862067
46400 36 0.432597 0.395913 0.469282 0.434772 0.430423 0.696022 0.403576 0.383083 0.824797 0.730531 0.38279 -0.496302 0.800752
46600 35 0.444853 0.442768 0.446937 0.443463 0.446243 0.716296 0.397025 0.486934 0.865452 0.71977 0.395479 -0.467077 0.856151
46800 25 0.423771 0.446051 0.401491 0.425342 0.422199 0.721296 0.392701 0.457919 0.814598 0.697444 0.401432 -0.413398 0.838092
47000 26 0.447725 0.473542 0.421908 0.449277 0.446173 0.734255 0.38831 0.491729 0.821452 0.706886 0.398115 -0.437419 0.852137
47200 27 0.405321 0.39135 0.419293 0.405413 0.40523 0.69266 0.408637 0.396841 0.869655 0.706541 0.402314 -0.449869 0.855444
47400 29 0.429621 0.442108 0.417135 0.431839 0.427404 0.719497 0.400973 0.461933 0.853298 0.704793 0.401373 -0.435242 0.862936
47600 26 0.472026 0.457506 0.486546 0.472842 0.471211 0.726242 0.391292 0.476403 0.829262 0.739946 0.384803 -0.517054 0.815934
47800 30 0.465379 0.458637 0.472121 0.466458 0.4643 0.728669 0.399285 0.464029 0.857102 0.734332 0.394565 -0.522074 0.846791
48000 28 0.424712 0.457871 0.391553 0.423681 0.425743 0.724642 0.38967 0.479337 0.831431 0.692513 0.409808 -0.415508 0.874976
48200 23 0.446345 0.457105 0.435584 0.447322 0.445367 0.726383 0.396492 0.465577 0.853347 0.714645 0.398903 -0.470358 0.855795
48400 32 0.456038 0.475505 0.436571 0.458413 0.453663 0.736331 0.392573 0.481643 0.834162 0.71449 0.397559 -0.483264 0.861528
48600 28 0.420032 0.423013 0.41705 0.420667 0.419396 0.708707 0.405657 0.438567 0.874367 0.70509 0.404412 -0.453446 0.876598
48800 24 0.425598 0.440276 0.41092 0.42745 0.423746 0.717537 0.396823 0.446868 0.848773 0.701007 0.402806 -0.435784 0.869701
49000 21 0.438919 0.451142 0.426695 0.441257 0.43658 0.724236 0.398958 0.460325 0.850047 0.709674 0.399612 -0.458432 0.861791
49200 30 0.444553 0.475826 0.41328 0.445878 0.443229 0.733908 0.380281 0.486366 0.795873 0.701311 0.394224 -0.423638 0.821748
49400 23 0.453919 0.426288 0.481551 0.453979 0.453859 0.709173 0.396517 0.444847 0.833787 0.736744 0.3813 -0.504358 0.797414
49600 17 0.454567 0.460147 0.448987 0.453899 0.455235 0.727152 0.391312 0.481942 0.828682 0.722239 0.397133 -0.47837 0.852468
49800 21 0.441386 0.426412 0.45636 0.443558 0.439215 0.710754 0.402879 0.435252 0.853168 0.723557 0.388443 -0.492906 0.826122
50000 32 0.457777 0.465579 0.449975 0.460874 0.45468 0.730108 0.388925 0.473428 0.811933 0.719209 0.38519 -0.475148 0.814103
