sim_gen uniqueInvMuts localAdaptSA localAdaptHA_P1 localAdaptHA_P2 localAdaptLF_P1 localAdaptLF_P2 meanFitP1 sdFitP1 meanPhenoP1 sdPhenoP1 meanFitP2 sdFitP2 meanPhenoP2 sdPhenoP2 
35600 27 0.433835 0.442695 0.424975 0.432987 0.434683 0.716403 0.384415 0.450519 0.791465 0.708391 0.394594 -0.427264 0.818618
35800 31 0.424767 0.417361 0.432174 0.423521 0.426014 0.703203 0.392832 0.435078 0.82101 0.711856 0.391834 -0.42673 0.821159
36000 32 0.404845 0.388295 0.421394 0.401628 0.408061 0.686912 0.393588 0.402398 0.812913 0.706677 0.393853 -0.427849 0.819229
36200 30 0.45593 0.467097 0.444763 0.454997 0.456864 0.727787 0.382505 0.486838 0.822762 0.717553 0.39118 -0.471552 0.830594
36400 34 0.433604 0.439463 0.427745 0.433119 0.434089 0.714602 0.388679 0.456038 0.814398 0.709227 0.391809 -0.437825 0.820159
36600 29 0.426201 0.417792 0.434611 0.424538 0.427865 0.704605 0.399584 0.444753 0.854778 0.714678 0.396918 -0.443031 0.835887
36800 32 0.428056 0.436665 0.419447 0.428305 0.427808 0.712508 0.39002 0.461943 0.816693 0.703651 0.391177 -0.411547 0.826057
37000 30 0.437666 0.447608 0.427724 0.436405 0.438927 0.717602 0.383307 0.456552 0.79951 0.708922 0.390657 -0.431535 0.821738
37200 35 0.419723 0.418472 0.420974 0.419043 0.420404 0.703318 0.390909 0.425695 0.820535 0.70525 0.389293 -0.427543 0.797873
37400 36 0.423289 0.433875 0.412703 0.42251 0.424068 0.710583 0.388086 0.441093 0.811255 0.700776 0.397905 -0.420464 0.844675
37600 25 0.432374 0.448758 0.41599 0.433043 0.431705 0.719675 0.387665 0.46119 0.820831 0.702622 0.396646 -0.422666 0.839766
37800 24 0.430103 0.446871 0.413334 0.431956 0.428249 0.718414 0.388234 0.457883 0.815296 0.699792 0.387931 -0.420634 0.806289
38000 27 0.453898 0.455204 0.452593 0.455042 0.452754 0.724207 0.39001 0.461486 0.821111 0.721758 0.388836 -0.48074 0.820544
38200 34 0.431912 0.418524 0.445301 0.434292 0.429532 0.704421 0.396135 0.423873 0.834018 0.715429 0.384028 -0.472123 0.814677
38400 32 0.428531 0.439999 0.417064 0.428644 0.428419 0.714025 0.387933 0.451116 0.819567 0.702446 0.39169 -0.431347 0.827059
38600 30 0.45012 0.426538 0.473701 0.450961 0.449278 0.705758 0.384309 0.435211 0.806843 0.728498 0.368043 -0.471558 0.772531
38800 33 0.423087 0.432787 0.413387 0.422809 0.423365 0.708812 0.385755 0.457595 0.808253 0.69939 0.388952 -0.407351 0.823327
39000 35 0.403864 0.388138 0.41959 0.404462 0.403266 0.687131 0.402623 0.397813 0.864025 0.702259 0.388914 -0.44619 0.828223
39200 33 0.429739 0.422005 0.437474 0.430889 0.42859 0.705982 0.392181 0.419406 0.820848 0.712567 0.388351 -0.453781 0.834575
39400 32 0.421117 0.449363 0.392871 0.422342 0.419891 0.719603 0.387787 0.462594 0.822064 0.690131 0.399895 -0.400599 0.852305
39600 32 0.456642 0.420932 0.492352 0.457329 0.455955 0.705175 0.391746 0.413378 0.823238 0.740197 0.372477 -0.51861 0.785639
39800 32 0.445472 0.450372 0.440572 0.450116 0.440828 0.721781 0.3862 0.44067 0.796001 0.712237 0.382445 -0.470332 0.807814
40000 31 0.420008 0.404281 0.435735 0.42012 0.419896 0.69564 0.397433 0.416862 0.846002 0.711256 0.387265 -0.447338 0.82475
40200 33 0.413558 0.429083 0.398034 0.415817 0.411299 0.708141 0.390931 0.425801 0.832816 0.690357 0.391657 -0.406431 0.828057
40400 37 0.464027 0.456517 0.471537 0.46481 0.463244 0.723759 0.388491 0.473834 0.829574 0.730486 0.383199 -0.50718 0.821939
40600 35 0.428138 0.439438 0.416837 0.425912 0.430363 0.711525 0.381052 0.437532 0.796685 0.70245 0.393032 -0.429 0.828018
40800 31 0.457542 0.449395 0.465689 0.4586 0.456484 0.719359 0.384955 0.463925 0.809058 0.726448 0.377218 -0.466776 0.796095
41000 26 0.423962 0.442103 0.405822 0.424027 0.423897 0.713849 0.384531 0.456402 0.815479 0.695644 0.392662 -0.41844 0.833027
41200 30 0.426851 0.447865 0.405837 0.427561 0.426141 0.718431 0.385112 0.460907 0.80586 0.696707 0.390463 -0.398861 0.811628
41400 26 0.412967 0.437131 0.388803 0.412204 0.41373 0.712446 0.387873 0.455589 0.818711 0.689046 0.402808 -0.395651 0.842503
41600 30 0.429204 0.421515 0.436894 0.427283 0.431126 0.703627 0.389517 0.438363 0.827336 0.713238 0.388424 -0.441976 0.809311
41800 27 0.408821 0.430195 0.387447 0.407867 0.409775 0.707773 0.391678 0.479475 0.845426 0.687353 0.403466 -0.389733 0.857437
42000 27 0.428532 0.451786 0.405278 0.429047 0.428017 0.719955 0.386152 0.455918 0.824305 0.696186 0.399275 -0.444433 0.859957
42200 29 0.419106 0.392284 0.445928 0.41845 0.419762 0.690962 0.4014 0.411182 0.849233 0.71844 0.393684 -0.459188 0.836857
42400 28 0.443662 0.446494 0.440829 0.442813 0.444511 0.717827 0.382269 0.44587 0.799155 0.715843 0.386928 -0.438848 0.794788
42600 23 0.403169 0.393936 0.412402 0.401296 0.405041 0.690441 0.395449 0.421068 0.833154 0.701547 0.394971 -0.417377 0.816562
42800 31 0.417789 0.402886 0.432692 0.418249 0.417328 0.696802 0.400905 0.386444 0.847724 0.711244 0.394976 -0.478096 0.845108
43000 31 0.434847 0.447053 0.42264 0.432635 0.437058 0.716499 0.378403 0.455699 0.788788 0.706504 0.390288 -0.421883 0.799866
43200 21 0.449602 0.463443 0.435761 0.44858 0.450624 0.726664 0.37988 0.460312 0.800589 0.713845 0.393523 -0.463077 0.826136
43400 35 0.43472 0.402931 0.46651 0.43048 0.438961 0.694398 0.391865 0.42825 0.828336 0.730428 0.385948 -0.471819 0.801337
43600 36 0.428715 0.401141 0.45629 0.424822 0.432609 0.693778 0.391871 0.415738 0.819072 0.725247 0.39083 -0.448494 0.80953
43800 31 0.416642 0.418997 0.414287 0.415289 0.417996 0.702893 0.388829 0.440561 0.8145 0.701892 0.39356 -0.403207 0.806122
44000 38 0.445232 0.46327 0.427194 0.441866 0.448597 0.724958 0.380088 0.497723 0.808337 0.710286 0.397678 -0.42773 0.837064
44200 30 0.447738 0.455565 0.439911 0.44698 0.448497 0.720873 0.388662 0.50102 0.857131 0.713804 0.392191 -0.446168 0.832422
44400 30 0.434402 0.422581 0.446223 0.433713 0.43509 0.704934 0.384851 0.42954 0.797955 0.717444 0.385083 -0.458407 0.79512
44600 29 0.416951 0.396376 0.437526 0.414697 0.419204 0.691173 0.395077 0.403446 0.836596 0.714001 0.394549 -0.460506 0.840006
44800 36 0.438276 0.457211 0.419341 0.43632 0.440232 0.721212 0.379006 0.463179 0.801646 0.704233 0.392453 -0.431636 0.817275
45000 32 0.420184 0.411647 0.428721 0.419002 0.421366 0.700848 0.400599 0.428087 0.864426 0.710567 0.398144 -0.450073 0.844417
45200 36 0.427511 0.401046 0.453976 0.427663 0.427359 0.694739 0.394941 0.39965 0.823407 0.721052 0.382107 -0.472271 0.793725
45400 32 0.435314 0.428793 0.441835 0.434559 0.436069 0.708398 0.391612 0.455778 0.835976 0.715674 0.387458 -0.446639 0.809502
45600 30 0.449159 0.460779 0.437538 0.446815 0.451502 0.723961 0.381232 0.485251 0.815923 0.714684 0.394338 -0.440581 0.834374
45800 30 0.468244 0.473337 0.463152 0.4668 0.469688 0.729964 0.382284 0.518595 0.830797 0.726316 0.385948 -0.462137 0.823246
46000 30 0.471221 0.497193 0.445248 0.468362 0.474079 0.743566 0.377638 0.52581 0.826105 0.720452 0.398548 -0.459971 0.845119
46200 36 0.449903 0.439793 0.460012 0.448633 0.451173 0.714374 0.388853 0.458222 0.827553 0.725754 0.387157 -0.475407 0.815205
46400 33 0.475277 0.485215 0.465339 0.475803 0.47475 0.737392 0.379724 0.502727 0.816886 0.726928 0.382853 -0.47763 0.82048
46600 31 0.435469 0.436731 0.434208 0.432534 0.438405 0.711653 0.38952 0.473332 0.835245 0.713326 0.398302 -0.432546 0.856033
46800 27 0.430671 0.432434 0.428908 0.431537 0.429805 0.709632 0.386398 0.447721 0.808243 0.707003 0.387776 -0.450848 0.82559
47000 26 0.424536 0.426358 0.422714 0.425713 0.423359 0.707784 0.389916 0.431201 0.805897 0.704785 0.389044 -0.4402 0.818558
47200 28 0.432303 0.434092 0.430513 0.431707 0.432899 0.709239 0.384241 0.441639 0.808958 0.708045 0.386289 -0.451414 0.823613
47400 38 0.430233 0.419751 0.440715 0.431301 0.429166 0.704943 0.393998 0.442424 0.820466 0.714358 0.388536 -0.45233 0.824609
47600 32 0.425256 0.406658 0.443855 0.423578 0.426935 0.695657 0.39597 0.429678 0.860272 0.715934 0.390326 -0.460299 0.8459
47800 31 0.420355 0.436847 0.403863 0.420689 0.420021 0.710595 0.386161 0.471566 0.827438 0.693768 0.391101 -0.40083 0.827202
48000 31 0.409617 0.403372 0.415862 0.408595 0.410639 0.694385 0.390683 0.404087 0.820112 0.701652 0.394075 -0.433243 0.825465
48200 33 0.408103 0.427499 0.388706 0.407874 0.408332 0.706475 0.390387 0.451483 0.839267 0.687307 0.403028 -0.417562 0.864345
48400 30 0.454827 0.439695 0.469958 0.453261 0.456392 0.712441 0.386053 0.465135 0.831853 0.729138 0.37931 -0.482745 0.801739
48600 31 0.420208 0.442365 0.398052 0.419847 0.420569 0.714995 0.388184 0.462072 0.827202 0.693199 0.398964 -0.405222 0.844941
48800 30 0.411021 0.432419 0.389623 0.408337 0.413705 0.708798 0.390856 0.486315 0.849656 0.690084 0.408357 -0.381948 0.874831
49000 33 0.41238 0.418614 0.406147 0.412642 0.412119 0.702925 0.394148 0.430125 0.843102 0.696429 0.397131 -0.431245 0.842453
49200 35 0.466853 0.486634 0.447071 0.466316 0.467389 0.737057 0.373262 0.502482 0.789045 0.717812 0.384605 -0.444818 0.802815
49400 27 0.446776 0.426385 0.467167 0.44378 0.449772 0.705505 0.386524 0.438556 0.822961 0.728892 0.386025 -0.488794 0.826435
49600 35 0.43013 0.423913 0.436347 0.427711 0.43255 0.703456 0.392158 0.464703 0.85339 0.712092 0.389961 -0.427772 0.833
49800 26 0.450915 0.461792 0.440038 0.45216 0.44967 0.723879 0.38806 0.504024 0.850426 0.711756 0.387292 -0.45909 0.849836
50000 24 0.38864 0.372573 0.404706 0.386284 0.390996 0.677933 0.399672 0.38548 0.861968 0.696355 0.398321 -0.406879 0.844995
