"seed" "muBase" "muInv" "sigmaK" "alpha" "rep" "n" "enVar" "mig1" "mig2" "theta1" "theta2" "burnin" "chromNum" "r" "dom"
3385703 0.000000001 0 3 0.2 4 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3385704 0.000000001 0 3 0.2 4 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3385705 0.000000001 0 3 0.2 4 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3385706 0.000000001 0 3 0.2 5 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3385707 0.000000001 0 3 0.2 5 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3385708 0.000000001 0 3 0.2 5 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3385709 0.000000001 0 3 0.2 5 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3385710 0.000000001 0 3 0.2 5 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3385711 0.000000001 0 3 0.2 5 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3385712 0.000000001 0.001 0.75 0.2 1 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3385713 0.000000001 0.001 0.75 0.2 1 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3385714 0.000000001 0.001 0.75 0.2 1 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3385715 0.000000001 0.001 0.75 0.2 1 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3385716 0.000000001 0.001 0.75 0.2 1 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3385717 0.000000001 0.001 0.75 0.2 1 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3385718 0.000000001 0.001 0.75 0.2 2 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3385719 0.000000001 0.001 0.75 0.2 2 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3385720 0.000000001 0.001 0.75 0.2 2 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3385721 0.000000001 0.001 0.75 0.2 2 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3385722 0.000000001 0.001 0.75 0.2 2 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3385723 0.000000001 0.001 0.75 0.2 2 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3385724 0.000000001 0.001 0.75 0.2 3 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3385725 0.000000001 0.001 0.75 0.2 3 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3385726 0.000000001 0.001 0.75 0.2 3 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3385727 0.000000001 0.001 0.75 0.2 3 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3385728 0.000000001 0.001 0.75 0.2 3 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3385729 0.000000001 0.001 0.75 0.2 3 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3385730 0.000000001 0.001 0.75 0.2 4 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3385731 0.000000001 0.001 0.75 0.2 4 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3385732 0.000000001 0.001 0.75 0.2 4 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3385733 0.000000001 0.001 0.75 0.2 4 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3385734 0.000000001 0.001 0.75 0.2 4 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3385735 0.000000001 0.001 0.75 0.2 4 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3385736 0.000000001 0.001 0.75 0.2 5 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3385737 0.000000001 0.001 0.75 0.2 5 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3385738 0.000000001 0.001 0.75 0.2 5 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3385739 0.000000001 0.001 0.75 0.2 5 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3385740 0.000000001 0.001 0.75 0.2 5 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3385741 0.000000001 0.001 0.75 0.2 5 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3385742 0.000000001 0.001 1.5 0.2 1 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3385743 0.000000001 0.001 1.5 0.2 1 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3385744 0.000000001 0.001 1.5 0.2 1 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3385745 0.000000001 0.001 1.5 0.2 1 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3385746 0.000000001 0.001 1.5 0.2 1 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3385747 0.000000001 0.001 1.5 0.2 1 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3385748 0.000000001 0.001 1.5 0.2 2 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3385749 0.000000001 0.001 1.5 0.2 2 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3385750 0.000000001 0.001 1.5 0.2 2 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3385751 0.000000001 0.001 1.5 0.2 2 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3385752 0.000000001 0.001 1.5 0.2 2 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3385753 0.000000001 0.001 1.5 0.2 2 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3385754 0.000000001 0.001 1.5 0.2 3 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3385755 0.000000001 0.001 1.5 0.2 3 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3385756 0.000000001 0.001 1.5 0.2 3 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3385757 0.000000001 0.001 1.5 0.2 3 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3385758 0.000000001 0.001 1.5 0.2 3 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3385759 0.000000001 0.001 1.5 0.2 3 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3385760 0.000000001 0.001 1.5 0.2 4 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3385761 0.000000001 0.001 1.5 0.2 4 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3385762 0.000000001 0.001 1.5 0.2 4 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3385763 0.000000001 0.001 1.5 0.2 4 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3385764 0.000000001 0.001 1.5 0.2 4 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3385765 0.000000001 0.001 1.5 0.2 4 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3385766 0.000000001 0.001 1.5 0.2 5 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3385767 0.000000001 0.001 1.5 0.2 5 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3385768 0.000000001 0.001 1.5 0.2 5 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3385769 0.000000001 0.001 1.5 0.2 5 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3385770 0.000000001 0.001 1.5 0.2 5 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3385771 0.000000001 0.001 1.5 0.2 5 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3385772 0.000000001 0.001 3 0.2 1 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3385773 0.000000001 0.001 3 0.2 1 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3385774 0.000000001 0.001 3 0.2 1 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3385775 0.000000001 0.001 3 0.2 1 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3385776 0.000000001 0.001 3 0.2 1 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3385777 0.000000001 0.001 3 0.2 1 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3385778 0.000000001 0.001 3 0.2 2 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3385779 0.000000001 0.001 3 0.2 2 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3385780 0.000000001 0.001 3 0.2 2 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3385781 0.000000001 0.001 3 0.2 2 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3385782 0.000000001 0.001 3 0.2 2 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3385783 0.000000001 0.001 3 0.2 2 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3385784 0.000000001 0.001 3 0.2 3 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3385785 0.000000001 0.001 3 0.2 3 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3385786 0.000000001 0.001 3 0.2 3 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3385787 0.000000001 0.001 3 0.2 3 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3385788 0.000000001 0.001 3 0.2 3 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3385789 0.000000001 0.001 3 0.2 3 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3385790 0.000000001 0.001 3 0.2 4 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3385791 0.000000001 0.001 3 0.2 4 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3385792 0.000000001 0.001 3 0.2 4 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3385793 0.000000001 0.001 3 0.2 4 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3385794 0.000000001 0.001 3 0.2 4 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3385795 0.000000001 0.001 3 0.2 4 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
3385796 0.000000001 0.001 3 0.2 5 1000 0 0.001 0.001 1 -1 10000 21 0.000001 2
3385797 0.000000001 0.001 3 0.2 5 1000 0 0.01 0.01 1 -1 10000 21 0.000001 2
3385798 0.000000001 0.001 3 0.2 5 1000 0 0.1 0.1 1 -1 10000 21 0.000001 2
3385799 0.000000001 0.001 3 0.2 5 1000 0 0.25 0.25 1 -1 10000 21 0.000001 2
3385800 0.000000001 0.001 3 0.2 5 1000 0 0.4 0.4 1 -1 10000 21 0.000001 2
3385801 0.000000001 0.001 3 0.2 5 1000 0 0.5 0.5 1 -1 10000 21 0.000001 2
