"seed","mu_base","mu_inv","sigmaK","alpha","rep","N","en_var","mig1","mig2","theta1","theta2","burnin","chrom_num","r"
3385380,1e-06,0,0.9,0.2,5,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385381,1e-06,0,0.9,0.2,5,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385382,1e-06,0,1.5,0.002,1,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385383,1e-06,0,1.5,0.002,1,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385384,1e-06,0,1.5,0.002,1,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385385,1e-06,0,1.5,0.002,1,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385386,1e-06,0,1.5,0.002,1,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385387,1e-06,0,1.5,0.002,1,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385388,1e-06,0,1.5,0.002,1,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385389,1e-06,0,1.5,0.002,1,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385390,1e-06,0,1.5,0.002,1,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385391,1e-06,0,1.5,0.002,1,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385392,1e-06,0,1.5,0.002,2,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385393,1e-06,0,1.5,0.002,2,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385394,1e-06,0,1.5,0.002,2,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385395,1e-06,0,1.5,0.002,2,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385396,1e-06,0,1.5,0.002,2,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385397,1e-06,0,1.5,0.002,2,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385398,1e-06,0,1.5,0.002,2,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385399,1e-06,0,1.5,0.002,2,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385400,1e-06,0,1.5,0.002,2,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385401,1e-06,0,1.5,0.002,2,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385402,1e-06,0,1.5,0.002,3,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385403,1e-06,0,1.5,0.002,3,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385404,1e-06,0,1.5,0.002,3,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385405,1e-06,0,1.5,0.002,3,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385406,1e-06,0,1.5,0.002,3,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385407,1e-06,0,1.5,0.002,3,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385408,1e-06,0,1.5,0.002,3,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385409,1e-06,0,1.5,0.002,3,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385410,1e-06,0,1.5,0.002,3,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385411,1e-06,0,1.5,0.002,3,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385412,1e-06,0,1.5,0.002,4,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385413,1e-06,0,1.5,0.002,4,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385414,1e-06,0,1.5,0.002,4,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385415,1e-06,0,1.5,0.002,4,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385416,1e-06,0,1.5,0.002,4,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385417,1e-06,0,1.5,0.002,4,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385418,1e-06,0,1.5,0.002,4,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385419,1e-06,0,1.5,0.002,4,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385420,1e-06,0,1.5,0.002,4,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385421,1e-06,0,1.5,0.002,4,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385422,1e-06,0,1.5,0.002,5,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385423,1e-06,0,1.5,0.002,5,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385424,1e-06,0,1.5,0.002,5,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385425,1e-06,0,1.5,0.002,5,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385426,1e-06,0,1.5,0.002,5,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385427,1e-06,0,1.5,0.002,5,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385428,1e-06,0,1.5,0.002,5,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385429,1e-06,0,1.5,0.002,5,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385430,1e-06,0,1.5,0.002,5,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385431,1e-06,0,1.5,0.002,5,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385432,1e-06,0,1.5,0.2,1,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385433,1e-06,0,1.5,0.2,1,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385434,1e-06,0,1.5,0.2,1,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385435,1e-06,0,1.5,0.2,1,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385436,1e-06,0,1.5,0.2,1,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385437,1e-06,0,1.5,0.2,1,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385438,1e-06,0,1.5,0.2,1,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385439,1e-06,0,1.5,0.2,1,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385440,1e-06,0,1.5,0.2,1,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385441,1e-06,0,1.5,0.2,1,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385442,1e-06,0,1.5,0.2,2,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385443,1e-06,0,1.5,0.2,2,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385444,1e-06,0,1.5,0.2,2,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385445,1e-06,0,1.5,0.2,2,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385446,1e-06,0,1.5,0.2,2,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385447,1e-06,0,1.5,0.2,2,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385448,1e-06,0,1.5,0.2,2,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385449,1e-06,0,1.5,0.2,2,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385450,1e-06,0,1.5,0.2,2,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385451,1e-06,0,1.5,0.2,2,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385452,1e-06,0,1.5,0.2,3,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385453,1e-06,0,1.5,0.2,3,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385454,1e-06,0,1.5,0.2,3,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385455,1e-06,0,1.5,0.2,3,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385456,1e-06,0,1.5,0.2,3,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385457,1e-06,0,1.5,0.2,3,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385458,1e-06,0,1.5,0.2,3,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385459,1e-06,0,1.5,0.2,3,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385460,1e-06,0,1.5,0.2,3,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385461,1e-06,0,1.5,0.2,3,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385462,1e-06,0,1.5,0.2,4,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385463,1e-06,0,1.5,0.2,4,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385464,1e-06,0,1.5,0.2,4,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385465,1e-06,0,1.5,0.2,4,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385466,1e-06,0,1.5,0.2,4,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385467,1e-06,0,1.5,0.2,4,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385468,1e-06,0,1.5,0.2,4,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385469,1e-06,0,1.5,0.2,4,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385470,1e-06,0,1.5,0.2,4,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385471,1e-06,0,1.5,0.2,4,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385472,1e-06,0,1.5,0.2,5,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385473,1e-06,0,1.5,0.2,5,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385474,1e-06,0,1.5,0.2,5,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385475,1e-06,0,1.5,0.2,5,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385476,1e-06,0,1.5,0.2,5,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385477,1e-06,0,1.5,0.2,5,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385478,1e-06,0,1.5,0.2,5,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385479,1e-06,0,1.5,0.2,5,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385480,1e-06,0,1.5,0.2,5,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385481,1e-06,0,1.5,0.2,5,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385482,1e-06,0,5,0.002,1,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385483,1e-06,0,5,0.002,1,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385484,1e-06,0,5,0.002,1,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385485,1e-06,0,5,0.002,1,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385486,1e-06,0,5,0.002,1,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385487,1e-06,0,5,0.002,1,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385488,1e-06,0,5,0.002,1,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385489,1e-06,0,5,0.002,1,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385490,1e-06,0,5,0.002,1,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385491,1e-06,0,5,0.002,1,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385492,1e-06,0,5,0.002,2,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385493,1e-06,0,5,0.002,2,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385494,1e-06,0,5,0.002,2,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385495,1e-06,0,5,0.002,2,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385496,1e-06,0,5,0.002,2,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385497,1e-06,0,5,0.002,2,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385498,1e-06,0,5,0.002,2,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385499,1e-06,0,5,0.002,2,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385500,1e-06,0,5,0.002,2,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385501,1e-06,0,5,0.002,2,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385502,1e-06,0,5,0.002,3,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385503,1e-06,0,5,0.002,3,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385504,1e-06,0,5,0.002,3,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385505,1e-06,0,5,0.002,3,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385506,1e-06,0,5,0.002,3,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385507,1e-06,0,5,0.002,3,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385508,1e-06,0,5,0.002,3,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385509,1e-06,0,5,0.002,3,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385510,1e-06,0,5,0.002,3,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385511,1e-06,0,5,0.002,3,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385512,1e-06,0,5,0.002,4,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385513,1e-06,0,5,0.002,4,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385514,1e-06,0,5,0.002,4,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385515,1e-06,0,5,0.002,4,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385516,1e-06,0,5,0.002,4,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385517,1e-06,0,5,0.002,4,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385518,1e-06,0,5,0.002,4,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385519,1e-06,0,5,0.002,4,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385520,1e-06,0,5,0.002,4,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385521,1e-06,0,5,0.002,4,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385522,1e-06,0,5,0.002,5,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385523,1e-06,0,5,0.002,5,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385524,1e-06,0,5,0.002,5,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385525,1e-06,0,5,0.002,5,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385526,1e-06,0,5,0.002,5,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385527,1e-06,0,5,0.002,5,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385528,1e-06,0,5,0.002,5,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385529,1e-06,0,5,0.002,5,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385530,1e-06,0,5,0.002,5,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385531,1e-06,0,5,0.002,5,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385532,1e-06,0,5,0.2,1,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385533,1e-06,0,5,0.2,1,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385534,1e-06,0,5,0.2,1,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385535,1e-06,0,5,0.2,1,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385536,1e-06,0,5,0.2,1,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385537,1e-06,0,5,0.2,1,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385538,1e-06,0,5,0.2,1,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385539,1e-06,0,5,0.2,1,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385540,1e-06,0,5,0.2,1,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385541,1e-06,0,5,0.2,1,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385542,1e-06,0,5,0.2,2,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385543,1e-06,0,5,0.2,2,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385544,1e-06,0,5,0.2,2,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385545,1e-06,0,5,0.2,2,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385546,1e-06,0,5,0.2,2,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385547,1e-06,0,5,0.2,2,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385548,1e-06,0,5,0.2,2,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385549,1e-06,0,5,0.2,2,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385550,1e-06,0,5,0.2,2,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385551,1e-06,0,5,0.2,2,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385552,1e-06,0,5,0.2,3,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385553,1e-06,0,5,0.2,3,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385554,1e-06,0,5,0.2,3,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385555,1e-06,0,5,0.2,3,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385556,1e-06,0,5,0.2,3,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385557,1e-06,0,5,0.2,3,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385558,1e-06,0,5,0.2,3,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385559,1e-06,0,5,0.2,3,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385560,1e-06,0,5,0.2,3,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385561,1e-06,0,5,0.2,3,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385562,1e-06,0,5,0.2,4,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385563,1e-06,0,5,0.2,4,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385564,1e-06,0,5,0.2,4,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385565,1e-06,0,5,0.2,4,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385566,1e-06,0,5,0.2,4,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385567,1e-06,0,5,0.2,4,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385568,1e-06,0,5,0.2,4,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385569,1e-06,0,5,0.2,4,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385570,1e-06,0,5,0.2,4,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385571,1e-06,0,5,0.2,4,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385572,1e-06,0,5,0.2,5,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385573,1e-06,0,5,0.2,5,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385574,1e-06,0,5,0.2,5,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385575,1e-06,0,5,0.2,5,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385576,1e-06,0,5,0.2,5,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385577,1e-06,0,5,0.2,5,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385578,1e-06,0,5,0.2,5,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385579,1e-06,0,5,0.2,5,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385580,1e-06,0,5,0.2,5,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385581,1e-06,0,5,0.2,5,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385582,1e-06,0,25,0.002,1,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385583,1e-06,0,25,0.002,1,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385584,1e-06,0,25,0.002,1,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385585,1e-06,0,25,0.002,1,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385586,1e-06,0,25,0.002,1,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385587,1e-06,0,25,0.002,1,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385588,1e-06,0,25,0.002,1,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385589,1e-06,0,25,0.002,1,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385590,1e-06,0,25,0.002,1,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385591,1e-06,0,25,0.002,1,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385592,1e-06,0,25,0.002,2,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385593,1e-06,0,25,0.002,2,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385594,1e-06,0,25,0.002,2,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385595,1e-06,0,25,0.002,2,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385596,1e-06,0,25,0.002,2,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385597,1e-06,0,25,0.002,2,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385598,1e-06,0,25,0.002,2,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385599,1e-06,0,25,0.002,2,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385600,1e-06,0,25,0.002,2,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385601,1e-06,0,25,0.002,2,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385602,1e-06,0,25,0.002,3,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385603,1e-06,0,25,0.002,3,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385604,1e-06,0,25,0.002,3,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385605,1e-06,0,25,0.002,3,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385606,1e-06,0,25,0.002,3,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385607,1e-06,0,25,0.002,3,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385608,1e-06,0,25,0.002,3,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385609,1e-06,0,25,0.002,3,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385610,1e-06,0,25,0.002,3,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385611,1e-06,0,25,0.002,3,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385612,1e-06,0,25,0.002,4,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385613,1e-06,0,25,0.002,4,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385614,1e-06,0,25,0.002,4,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385615,1e-06,0,25,0.002,4,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385616,1e-06,0,25,0.002,4,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385617,1e-06,0,25,0.002,4,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385618,1e-06,0,25,0.002,4,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385619,1e-06,0,25,0.002,4,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385620,1e-06,0,25,0.002,4,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385621,1e-06,0,25,0.002,4,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385622,1e-06,0,25,0.002,5,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385623,1e-06,0,25,0.002,5,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385624,1e-06,0,25,0.002,5,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385625,1e-06,0,25,0.002,5,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385626,1e-06,0,25,0.002,5,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385627,1e-06,0,25,0.002,5,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385628,1e-06,0,25,0.002,5,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385629,1e-06,0,25,0.002,5,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385630,1e-06,0,25,0.002,5,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385631,1e-06,0,25,0.002,5,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385632,1e-06,0,25,0.2,1,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385633,1e-06,0,25,0.2,1,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385634,1e-06,0,25,0.2,1,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385635,1e-06,0,25,0.2,1,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385636,1e-06,0,25,0.2,1,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385637,1e-06,0,25,0.2,1,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385638,1e-06,0,25,0.2,1,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385639,1e-06,0,25,0.2,1,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385640,1e-06,0,25,0.2,1,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385641,1e-06,0,25,0.2,1,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385642,1e-06,0,25,0.2,2,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385643,1e-06,0,25,0.2,2,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385644,1e-06,0,25,0.2,2,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385645,1e-06,0,25,0.2,2,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385646,1e-06,0,25,0.2,2,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385647,1e-06,0,25,0.2,2,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385648,1e-06,0,25,0.2,2,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385649,1e-06,0,25,0.2,2,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385650,1e-06,0,25,0.2,2,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385651,1e-06,0,25,0.2,2,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385652,1e-06,0,25,0.2,3,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385653,1e-06,0,25,0.2,3,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385654,1e-06,0,25,0.2,3,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385655,1e-06,0,25,0.2,3,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3385656,1e-06,0,25,0.2,3,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3385657,1e-06,0,25,0.2,3,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3385658,1e-06,0,25,0.2,3,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3385659,1e-06,0,25,0.2,3,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3385660,1e-06,0,25,0.2,3,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3385661,1e-06,0,25,0.2,3,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3385662,1e-06,0,25,0.2,4,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3385663,1e-06,0,25,0.2,4,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3385664,1e-06,0,25,0.2,4,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3385665,1e-06,0,25,0.2,4,1000,0,0.25,0.25,1,-1,4000,21,1e-06
