"seed","mu_base","mu_inv","sigmaK","alpha","rep","N","en_var","mig1","mig2","theta1","theta2","burnin","chrom_num","r"
3392300,0.001,1e-05,0.9,0.002,2,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3392301,0.001,1e-05,0.9,0.002,2,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3392302,0.001,1e-05,0.9,0.002,3,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3392303,0.001,1e-05,0.9,0.002,3,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3392304,0.001,1e-05,0.9,0.002,3,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3392305,0.001,1e-05,0.9,0.002,3,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3392306,0.001,1e-05,0.9,0.002,3,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3392307,0.001,1e-05,0.9,0.002,3,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3392308,0.001,1e-05,0.9,0.002,3,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3392309,0.001,1e-05,0.9,0.002,3,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3392310,0.001,1e-05,0.9,0.002,3,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3392311,0.001,1e-05,0.9,0.002,3,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3392312,0.001,1e-05,0.9,0.002,4,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3392313,0.001,1e-05,0.9,0.002,4,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3392314,0.001,1e-05,0.9,0.002,4,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3392315,0.001,1e-05,0.9,0.002,4,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3392316,0.001,1e-05,0.9,0.002,4,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3392317,0.001,1e-05,0.9,0.002,4,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3392318,0.001,1e-05,0.9,0.002,4,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3392319,0.001,1e-05,0.9,0.002,4,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3392320,0.001,1e-05,0.9,0.002,4,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3392321,0.001,1e-05,0.9,0.002,4,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3392322,0.001,1e-05,0.9,0.002,5,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3392323,0.001,1e-05,0.9,0.002,5,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3392324,0.001,1e-05,0.9,0.002,5,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3392325,0.001,1e-05,0.9,0.002,5,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3392326,0.001,1e-05,0.9,0.002,5,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3392327,0.001,1e-05,0.9,0.002,5,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3392328,0.001,1e-05,0.9,0.002,5,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3392329,0.001,1e-05,0.9,0.002,5,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3392330,0.001,1e-05,0.9,0.002,5,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3392331,0.001,1e-05,0.9,0.002,5,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3392332,0.001,1e-05,0.9,0.2,1,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3392333,0.001,1e-05,0.9,0.2,1,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3392334,0.001,1e-05,0.9,0.2,1,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3392335,0.001,1e-05,0.9,0.2,1,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3392336,0.001,1e-05,0.9,0.2,1,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3392337,0.001,1e-05,0.9,0.2,1,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3392338,0.001,1e-05,0.9,0.2,1,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3392339,0.001,1e-05,0.9,0.2,1,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3392340,0.001,1e-05,0.9,0.2,1,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3392341,0.001,1e-05,0.9,0.2,1,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3392342,0.001,1e-05,0.9,0.2,2,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3392343,0.001,1e-05,0.9,0.2,2,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3392344,0.001,1e-05,0.9,0.2,2,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3392345,0.001,1e-05,0.9,0.2,2,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3392346,0.001,1e-05,0.9,0.2,2,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3392347,0.001,1e-05,0.9,0.2,2,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3392348,0.001,1e-05,0.9,0.2,2,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3392349,0.001,1e-05,0.9,0.2,2,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3392350,0.001,1e-05,0.9,0.2,2,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3392351,0.001,1e-05,0.9,0.2,2,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3392352,0.001,1e-05,0.9,0.2,3,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3392353,0.001,1e-05,0.9,0.2,3,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3392354,0.001,1e-05,0.9,0.2,3,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3392355,0.001,1e-05,0.9,0.2,3,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3392356,0.001,1e-05,0.9,0.2,3,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3392357,0.001,1e-05,0.9,0.2,3,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3392358,0.001,1e-05,0.9,0.2,3,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3392359,0.001,1e-05,0.9,0.2,3,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3392360,0.001,1e-05,0.9,0.2,3,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3392361,0.001,1e-05,0.9,0.2,3,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3392362,0.001,1e-05,0.9,0.2,4,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3392363,0.001,1e-05,0.9,0.2,4,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3392364,0.001,1e-05,0.9,0.2,4,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3392365,0.001,1e-05,0.9,0.2,4,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3392366,0.001,1e-05,0.9,0.2,4,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3392367,0.001,1e-05,0.9,0.2,4,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3392368,0.001,1e-05,0.9,0.2,4,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3392369,0.001,1e-05,0.9,0.2,4,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3392370,0.001,1e-05,0.9,0.2,4,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3392371,0.001,1e-05,0.9,0.2,4,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3392372,0.001,1e-05,0.9,0.2,5,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3392373,0.001,1e-05,0.9,0.2,5,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3392374,0.001,1e-05,0.9,0.2,5,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3392375,0.001,1e-05,0.9,0.2,5,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3392376,0.001,1e-05,0.9,0.2,5,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3392377,0.001,1e-05,0.9,0.2,5,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3392378,0.001,1e-05,0.9,0.2,5,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3392379,0.001,1e-05,0.9,0.2,5,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3392380,0.001,1e-05,0.9,0.2,5,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3392381,0.001,1e-05,0.9,0.2,5,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3392382,0.001,1e-05,1.5,0.002,1,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3392383,0.001,1e-05,1.5,0.002,1,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3392384,0.001,1e-05,1.5,0.002,1,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3392385,0.001,1e-05,1.5,0.002,1,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3392386,0.001,1e-05,1.5,0.002,1,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3392387,0.001,1e-05,1.5,0.002,1,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3392388,0.001,1e-05,1.5,0.002,1,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3392389,0.001,1e-05,1.5,0.002,1,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3392390,0.001,1e-05,1.5,0.002,1,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3392391,0.001,1e-05,1.5,0.002,1,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3392392,0.001,1e-05,1.5,0.002,2,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3392393,0.001,1e-05,1.5,0.002,2,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3392394,0.001,1e-05,1.5,0.002,2,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3392395,0.001,1e-05,1.5,0.002,2,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3392396,0.001,1e-05,1.5,0.002,2,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3392397,0.001,1e-05,1.5,0.002,2,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3392398,0.001,1e-05,1.5,0.002,2,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3392399,0.001,1e-05,1.5,0.002,2,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3392400,0.001,1e-05,1.5,0.002,2,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3392401,0.001,1e-05,1.5,0.002,2,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3392402,0.001,1e-05,1.5,0.002,3,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3392403,0.001,1e-05,1.5,0.002,3,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3392404,0.001,1e-05,1.5,0.002,3,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3392405,0.001,1e-05,1.5,0.002,3,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3392406,0.001,1e-05,1.5,0.002,3,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3392407,0.001,1e-05,1.5,0.002,3,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3392408,0.001,1e-05,1.5,0.002,3,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3392409,0.001,1e-05,1.5,0.002,3,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3392410,0.001,1e-05,1.5,0.002,3,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3392411,0.001,1e-05,1.5,0.002,3,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3392412,0.001,1e-05,1.5,0.002,4,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3392413,0.001,1e-05,1.5,0.002,4,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3392414,0.001,1e-05,1.5,0.002,4,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3392415,0.001,1e-05,1.5,0.002,4,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3392416,0.001,1e-05,1.5,0.002,4,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3392417,0.001,1e-05,1.5,0.002,4,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3392418,0.001,1e-05,1.5,0.002,4,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3392419,0.001,1e-05,1.5,0.002,4,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3392420,0.001,1e-05,1.5,0.002,4,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3392421,0.001,1e-05,1.5,0.002,4,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3392422,0.001,1e-05,1.5,0.002,5,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3392423,0.001,1e-05,1.5,0.002,5,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3392424,0.001,1e-05,1.5,0.002,5,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3392425,0.001,1e-05,1.5,0.002,5,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3392426,0.001,1e-05,1.5,0.002,5,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3392427,0.001,1e-05,1.5,0.002,5,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3392428,0.001,1e-05,1.5,0.002,5,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3392429,0.001,1e-05,1.5,0.002,5,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3392430,0.001,1e-05,1.5,0.002,5,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3392431,0.001,1e-05,1.5,0.002,5,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3392432,0.001,1e-05,1.5,0.2,1,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3392433,0.001,1e-05,1.5,0.2,1,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3392434,0.001,1e-05,1.5,0.2,1,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3392435,0.001,1e-05,1.5,0.2,1,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3392436,0.001,1e-05,1.5,0.2,1,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3392437,0.001,1e-05,1.5,0.2,1,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3392438,0.001,1e-05,1.5,0.2,1,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3392439,0.001,1e-05,1.5,0.2,1,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3392440,0.001,1e-05,1.5,0.2,1,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3392441,0.001,1e-05,1.5,0.2,1,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3392442,0.001,1e-05,1.5,0.2,2,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3392443,0.001,1e-05,1.5,0.2,2,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3392444,0.001,1e-05,1.5,0.2,2,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3392445,0.001,1e-05,1.5,0.2,2,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3392446,0.001,1e-05,1.5,0.2,2,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3392447,0.001,1e-05,1.5,0.2,2,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3392448,0.001,1e-05,1.5,0.2,2,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3392449,0.001,1e-05,1.5,0.2,2,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3392450,0.001,1e-05,1.5,0.2,2,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3392451,0.001,1e-05,1.5,0.2,2,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3392452,0.001,1e-05,1.5,0.2,3,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3392453,0.001,1e-05,1.5,0.2,3,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3392454,0.001,1e-05,1.5,0.2,3,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3392455,0.001,1e-05,1.5,0.2,3,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3392456,0.001,1e-05,1.5,0.2,3,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3392457,0.001,1e-05,1.5,0.2,3,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3392458,0.001,1e-05,1.5,0.2,3,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3392459,0.001,1e-05,1.5,0.2,3,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3392460,0.001,1e-05,1.5,0.2,3,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3392461,0.001,1e-05,1.5,0.2,3,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3392462,0.001,1e-05,1.5,0.2,4,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3392463,0.001,1e-05,1.5,0.2,4,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3392464,0.001,1e-05,1.5,0.2,4,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3392465,0.001,1e-05,1.5,0.2,4,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3392466,0.001,1e-05,1.5,0.2,4,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3392467,0.001,1e-05,1.5,0.2,4,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3392468,0.001,1e-05,1.5,0.2,4,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3392469,0.001,1e-05,1.5,0.2,4,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3392470,0.001,1e-05,1.5,0.2,4,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3392471,0.001,1e-05,1.5,0.2,4,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3392472,0.001,1e-05,1.5,0.2,5,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3392473,0.001,1e-05,1.5,0.2,5,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3392474,0.001,1e-05,1.5,0.2,5,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3392475,0.001,1e-05,1.5,0.2,5,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3392476,0.001,1e-05,1.5,0.2,5,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3392477,0.001,1e-05,1.5,0.2,5,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3392478,0.001,1e-05,1.5,0.2,5,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3392479,0.001,1e-05,1.5,0.2,5,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3392480,0.001,1e-05,1.5,0.2,5,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3392481,0.001,1e-05,1.5,0.2,5,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3392482,0.001,1e-05,5,0.002,1,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3392483,0.001,1e-05,5,0.002,1,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3392484,0.001,1e-05,5,0.002,1,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3392485,0.001,1e-05,5,0.002,1,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3392486,0.001,1e-05,5,0.002,1,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3392487,0.001,1e-05,5,0.002,1,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3392488,0.001,1e-05,5,0.002,1,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3392489,0.001,1e-05,5,0.002,1,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3392490,0.001,1e-05,5,0.002,1,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3392491,0.001,1e-05,5,0.002,1,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3392492,0.001,1e-05,5,0.002,2,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3392493,0.001,1e-05,5,0.002,2,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3392494,0.001,1e-05,5,0.002,2,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3392495,0.001,1e-05,5,0.002,2,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3392496,0.001,1e-05,5,0.002,2,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3392497,0.001,1e-05,5,0.002,2,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3392498,0.001,1e-05,5,0.002,2,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3392499,0.001,1e-05,5,0.002,2,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3392500,0.001,1e-05,5,0.002,2,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3392501,0.001,1e-05,5,0.002,2,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3392502,0.001,1e-05,5,0.002,3,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3392503,0.001,1e-05,5,0.002,3,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3392504,0.001,1e-05,5,0.002,3,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3392505,0.001,1e-05,5,0.002,3,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3392506,0.001,1e-05,5,0.002,3,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3392507,0.001,1e-05,5,0.002,3,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3392508,0.001,1e-05,5,0.002,3,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3392509,0.001,1e-05,5,0.002,3,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3392510,0.001,1e-05,5,0.002,3,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3392511,0.001,1e-05,5,0.002,3,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3392512,0.001,1e-05,5,0.002,4,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3392513,0.001,1e-05,5,0.002,4,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3392514,0.001,1e-05,5,0.002,4,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3392515,0.001,1e-05,5,0.002,4,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3392516,0.001,1e-05,5,0.002,4,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3392517,0.001,1e-05,5,0.002,4,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3392518,0.001,1e-05,5,0.002,4,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3392519,0.001,1e-05,5,0.002,4,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3392520,0.001,1e-05,5,0.002,4,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3392521,0.001,1e-05,5,0.002,4,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3392522,0.001,1e-05,5,0.002,5,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3392523,0.001,1e-05,5,0.002,5,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3392524,0.001,1e-05,5,0.002,5,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3392525,0.001,1e-05,5,0.002,5,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3392526,0.001,1e-05,5,0.002,5,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3392527,0.001,1e-05,5,0.002,5,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3392528,0.001,1e-05,5,0.002,5,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3392529,0.001,1e-05,5,0.002,5,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3392530,0.001,1e-05,5,0.002,5,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3392531,0.001,1e-05,5,0.002,5,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3392532,0.001,1e-05,5,0.2,1,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3392533,0.001,1e-05,5,0.2,1,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3392534,0.001,1e-05,5,0.2,1,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3392535,0.001,1e-05,5,0.2,1,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3392536,0.001,1e-05,5,0.2,1,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3392537,0.001,1e-05,5,0.2,1,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3392538,0.001,1e-05,5,0.2,1,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3392539,0.001,1e-05,5,0.2,1,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3392540,0.001,1e-05,5,0.2,1,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3392541,0.001,1e-05,5,0.2,1,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3392542,0.001,1e-05,5,0.2,2,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3392543,0.001,1e-05,5,0.2,2,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3392544,0.001,1e-05,5,0.2,2,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3392545,0.001,1e-05,5,0.2,2,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3392546,0.001,1e-05,5,0.2,2,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3392547,0.001,1e-05,5,0.2,2,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3392548,0.001,1e-05,5,0.2,2,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3392549,0.001,1e-05,5,0.2,2,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3392550,0.001,1e-05,5,0.2,2,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3392551,0.001,1e-05,5,0.2,2,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3392552,0.001,1e-05,5,0.2,3,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3392553,0.001,1e-05,5,0.2,3,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3392554,0.001,1e-05,5,0.2,3,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3392555,0.001,1e-05,5,0.2,3,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3392556,0.001,1e-05,5,0.2,3,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3392557,0.001,1e-05,5,0.2,3,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3392558,0.001,1e-05,5,0.2,3,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3392559,0.001,1e-05,5,0.2,3,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3392560,0.001,1e-05,5,0.2,3,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3392561,0.001,1e-05,5,0.2,3,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3392562,0.001,1e-05,5,0.2,4,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3392563,0.001,1e-05,5,0.2,4,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3392564,0.001,1e-05,5,0.2,4,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3392565,0.001,1e-05,5,0.2,4,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3392566,0.001,1e-05,5,0.2,4,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3392567,0.001,1e-05,5,0.2,4,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3392568,0.001,1e-05,5,0.2,4,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3392569,0.001,1e-05,5,0.2,4,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3392570,0.001,1e-05,5,0.2,4,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
